                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     74,                 1.0439,                0.76465,                  1.097,                 0.6385,                0.36878,                0.37288,                0.24984,                 1.4373,                 1.8777,                 1.4437,             0.00034663,             0.00034663,             0.00034663
                     75,                 1.0312,                0.74739,                 1.0867,                 0.6253,                0.38742,                0.36457,                0.24125,                 1.4206,                  1.898,                 1.4337,             0.00033425,             0.00033425,             0.00033425
                     76,                 1.0179,                  0.741,                 1.0815,                0.73936,                0.31507,                0.36715,                0.24136,                  1.409,                 1.9514,                 1.4198,             0.00032188,             0.00032188,             0.00032188
                     77,                 1.0292,                0.75705,                 1.0876,                0.63811,                0.36972,                0.36172,                0.24087,                 1.4221,                 1.9544,                 1.4277,              0.0003095,              0.0003095,              0.0003095
                     78,                 1.0203,                0.74053,                 1.0837,                 0.6214,                0.38794,                0.36631,                0.24657,                 1.4264,                 1.9484,                 1.4366,             0.00029713,             0.00029713,             0.00029713
                     79,                 1.0036,                0.71997,                 1.0766,                0.73927,                0.32461,                0.37162,                0.24776,                 1.4189,                 1.9342,                   1.43,             0.00028475,             0.00028475,             0.00028475
                     80,                 1.0088,                0.72592,                 1.0753,                0.69243,                0.34395,                 0.3721,                0.24921,                 1.4138,                 2.0266,                 1.4222,             0.00027237,             0.00027237,             0.00027237
                     81,                0.99326,                0.71386,                 1.0601,                0.70011,                0.33925,                0.36899,                0.25083,                 1.4293,                 1.9846,                 1.4322,                0.00026,                0.00026,                0.00026
                     82,                0.99523,                0.71853,                 1.0664,                0.61852,                0.38036,                0.36844,                0.25289,                  1.417,                 2.0147,                 1.4313,             0.00024762,             0.00024762,             0.00024762
                     83,                0.98939,                0.70993,                 1.0695,                0.62128,                0.39122,                0.36272,                0.24772,                 1.4114,                  1.956,                 1.4284,             0.00023525,             0.00023525,             0.00023525
                     84,                 0.9812,                0.71693,                 1.0708,                0.62471,                0.38088,                0.36513,                0.24805,                 1.4116,                 1.9725,                 1.4318,             0.00022288,             0.00022288,             0.00022288
